stream_id,step_id,processed,exact,estimate,abs_err,rel_err
23,14,150000,31751.000000,31382.819795,368.180205,0.011596
23,15,160000,33797.000000,33060.193397,736.806603,0.021801
23,16,170000,35854.000000,35297.187575,556.812425,0.015530
23,17,180000,38000.000000,37592.786760,407.213240,0.010716
23,18,190000,40170.000000,40009.078136,160.921864,0.004006
23,19,200000,42300.000000,42282.388488,17.611512,0.000416
24,0,10000,2137.000000,2110.046631,26.953369,0.012613
24,1,20000,4278.000000,4242.196515,35.803485,0.008369
24,2,30000,6422.000000,6378.911644,43.088356,0.006709
24,3,40000,8501.000000,8306.895240,194.104760,0.022833
24,4,50000,10701.000000,10854.673712,153.673712,0.014361
24,5,60000,12797.000000,12895.207912,98.207912,0.007674
24,6,70000,14878.000000,15064.568975,186.568975,0.012540
24,7,80000,16979.000000,17190.675146,211.675146,0.012467
24,8,90000,19083.000000,19455.071439,372.071439,0.019498
24,9,100000,21148.000000,21489.205623,341.205623,0.016134
24,10,110000,23284.000000,23307.715719,23.715719,0.001019
24,11,120000,25404.000000,25304.404152,99.595848,0.003920
24,12,130000,27503.000000,27225.242484,277.757516,0.010099
24,13,140000,29652.000000,29461.724640,190.275360,0.006417
24,14,150000,31710.000000,31462.226211,247.773789,0.007814
24,15,160000,33876.000000,33743.230237,132.769763,0.003919
24,16,170000,35939.000000,35950.010994,11.010994,0.000306
24,17,180000,38083.000000,38069.278530,13.721470,0.000360
24,18,190000,40198.000000,40102.358522,95.641478,0.002379
24,19,200000,42327.000000,42091.890537,235.109463,0.005555
25,0,10000,2202.000000,2249.657818,47.657818,0.021643
25,1,20000,4407.000000,4414.806325,7.806325,0.001771
25,2,30000,6501.000000,6518.918203,17.918203,0.002756
25,3,40000,8625.000000,8533.423886,91.576114,0.010618
25,4,50000,10697.000000,10973.292605,276.292605,0.025829
25,5,60000,12806.000000,13075.381341,269.381341,0.021036
25,6,70000,14940.000000,15328.530224,388.530224,0.026006
25,7,80000,17113.000000,17536.261921,423.261921,0.024733
25,8,90000,19241.000000,19804.664945,563.664945,0.029295
25,9,100000,21344.000000,21825.194933,481.194933,0.022545
25,10,110000,23493.000000,23776.299197,283.299197,0.012059
25,11,120000,25638.000000,25876.473644,238.473644,0.009302
25,12,130000,27826.000000,28334.083663,508.083663,0.018259
25,13,140000,29883.000000,30151.642245,268.642245,0.008990
25,14,150000,31995.000000,32278.036697,283.036697,0.008846
25,15,160000,34103.000000,34424.212033,321.212033,0.009419
25,16,170000,36267.000000,36662.871808,395.871808,0.010915
25,17,180000,38377.000000,38652.308143,275.308143,0.007174
25,18,190000,40483.000000,40426.755005,56.244995,0.001389
25,19,200000,42598.000000,42525.738848,72.261152,0.001696
26,0,10000,2120.000000,2100.015606,19.984394,0.009427
26,1,20000,4260.000000,4214.122382,45.877618,0.010769
26,2,30000,6320.000000,6312.997578,7.002422,0.001108
26,3,40000,8368.000000,8322.122024,45.877976,0.005483
26,4,50000,10444.000000,10590.265219,146.265219,0.014005
26,5,60000,12591.000000,12667.373358,76.373358,0.006066
26,6,70000,14665.000000,14635.464851,29.535149,0.002014
26,7,80000,16845.000000,16997.555109,152.555109,0.009056
26,8,90000,18939.000000,18968.071372,29.071372,0.001535
26,9,100000,20917.000000,20819.502752,97.497248,0.004661
26,10,110000,23018.000000,22832.668056,185.331944,0.008052
26,11,120000,25150.000000,25105.252845,44.747155,0.001779
26,12,130000,27272.000000,27257.443354,14.556646,0.000534
26,13,140000,29410.000000,29227.473557,182.526443,0.006206
26,14,150000,31505.000000,31127.603666,377.396334,0.011979
26,15,160000,33621.000000,33298.987571,322.012429,0.009578
26,16,170000,35700.000000,35362.022198,337.977802,0.009467
26,17,180000,37803.000000,37617.214960,185.785040,0.004915
26,18,190000,39910.000000,39946.252244,36.252244,0.000908
26,19,200000,42018.000000,41572.874015,445.125985,0.010594
27,0,10000,2099.000000,2045.279824,53.720176,0.025593
27,1,20000,4246.000000,4222.524436,23.475564,0.005529
27,2,30000,6390.000000,6257.331942,132.668058,0.020762
27,3,40000,8565.000000,8438.163779,126.836221,0.014809
27,4,50000,10701.000000,10756.119548,55.119548,0.005151
27,5,60000,12776.000000,12768.769039,7.230961,0.000566
27,6,70000,14946.000000,14947.749512,1.749512,0.000117
27,7,80000,17076.000000,16885.655822,190.344178,0.011147
27,8,90000,19136.000000,18806.157368,329.842632,0.017237
27,9,100000,21175.000000,21001.748108,173.251892,0.008182
27,10,110000,23267.000000,22858.639537,408.360463,0.017551
27,11,120000,25371.000000,24783.386867,587.613133,0.023161
27,12,130000,27456.000000,26896.416793,559.583207,0.020381
27,13,140000,29629.000000,29385.556959,243.443041,0.008216
27,14,150000,31748.000000,31766.068575,18.068575,0.000569
27,15,160000,33843.000000,33994.648172,151.648172,0.004481
27,16,170000,35863.000000,35927.570069,64.570069,0.001800
27,17,180000,38002.000000,38290.960982,288.960982,0.007604
27,18,190000,40128.000000,40550.431111,422.431111,0.010527
27,19,200000,42315.000000,42763.895169,448.895169,0.010608
28,0,10000,2120.000000,2093.341877,26.658123,0.012575
28,1,20000,4288.000000,4147.519289,140.480711,0.032761
28,2,30000,6424.000000,6271.177589,152.822411,0.023789
28,3,40000,8536.000000,8477.586605,58.413395,0.006843
28,4,50000,10678.000000,10982.431709,304.431709,0.028510
28,5,60000,12794.000000,12910.760900,116.760900,0.009126
28,6,70000,14914.000000,14956.145493,42.145493,0.002826
28,7,80000,17058.000000,17269.484101,211.484101,0.012398
28,8,90000,19210.000000,19187.366746,22.633254,0.001178
28,9,100000,21350.000000,21221.435036,128.564964,0.006022
28,10,110000,23442.000000,23106.950671,335.049329,0.014293
28,11,120000,25574.000000,25087.335840,486.664160,0.019030
28,12,130000,27641.000000,27214.037306,426.962694,0.015447
28,13,140000,29798.000000,29498.107552,299.892448,0.010064
28,14,150000,31926.000000,31665.633624,260.366376,0.008155
28,15,160000,33960.000000,33776.287613,183.712387,0.005410
28,16,170000,36107.000000,36145.144452,38.144452,0.001056
28,17,180000,38268.000000,38087.026386,180.973614,0.004729
28,18,190000,40377.000000,39757.178525,619.821475,0.015351
28,19,200000,42453.000000,41568.372648,884.627352,0.020838
29,0,10000,2284.000000,2280.951689,3.048311,0.001335
29,1,20000,4453.000000,4509.928161,56.928161,0.012784
29,2,30000,6641.000000,6720.236362,79.236362,0.011931
29,3,40000,8734.000000,8938.296425,204.296425,0.023391
29,4,50000,10857.000000,11286.886442,429.886442,0.039595
29,5,60000,13027.000000,13485.794736,458.794736,0.035219
29,6,70000,15144.000000,15687.606195,543.606195,0.035896
29,7,80000,17264.000000,17781.170691,517.170691,0.029957
29,8,90000,19445.000000,20142.685458,697.685458,0.035880
29,9,100000,21597.000000,22505.174732,908.174732,0.042051
29,10,110000,23712.000000,24653.166897,941.166897,0.039692
29,11,120000,25911.000000,26854.034968,943.034968,0.036395
29,12,130000,28054.000000,29064.983517,1010.983517,0.036037
29,13,140000,30145.000000,31080.832151,935.832151,0.031044
29,14,150000,32289.000000,33226.465416,937.465416,0.029034
29,15,160000,34435.000000,35729.307826,1294.307826,0.037587
29,16,170000,36483.000000,37751.967240,1268.967240,0.034782
29,17,180000,38530.000000,39997.004191,1467.004191,0.038074
29,18,190000,40639.000000,42285.351005,1646.351005,0.040512
29,19,200000,42735.000000,44606.650605,1871.650605,0.043797
